primary_name,movie_count,avg_budget,avg_income,total_income,avg_roi
Ben Queen,2,191666666.66666666,501284045.0,1503852135.0,1.5977395985714287
Eric Heisserer,6,22430769.230769232,115667676.38461539,1503679793.0,12.869970867140266
Christopher L. Yost,3,113333333.33333333,498715206.6666667,1496145620.0,2.153034228148148
Peter Morgan,3,42142857.14285714,213542829.57142857,1494799807.0,3.4815395083390293
Walter Simonson,2,165000000.0,745791270.0,1491582540.0,3.501397342222222
John Gatins,5,90500000.0,247128407.83333334,1482770447.0,2.3200116487085327
Jonah Hill,4,37142857.14285714,209772325.14285713,1468406276.0,4.839938295725027
Christopher Miller,2,69000000.0,366061018.5,1464244074.0,4.573338803846154
Phil Lord,2,69000000.0,366061018.5,1464244074.0,4.573338803846154
Scott Moore,5,39750000.0,182815812.75,1462526502.0,4.009144112742293
Jon Lucas,5,39750000.0,182815812.75,1462526502.0,4.009144112742293
J.K. Rowling,2,190000000.0,727311469.5,1454622939.0,2.859447028888889
Kurt Wimmer,3,90571428.57142857,206771317.0,1447399219.0,1.6308702174065937
George Lucas,2,237500000.0,721127101.5,1442254203.0,2.337577770909091
Jez Butterworth,5,110166666.66666667,239089152.16666666,1434534913.0,0.5056427525898052
Shane Black,3,112666666.66666667,478158860.6666667,1434476582.0,2.0270849901515153
Ryan J. Condal,2,92000000.0,283246701.6,1416233508.0,2.119553017904762
William Shakespeare,8,10584259.25925926,6539701.0,1412575416.0,-0.034925254819735296
Wilhelm Grimm,2,190000000.0,462634732.0,1387904196.0,1.9367859015384614
Jacob Grimm,2,190000000.0,462634732.0,1387904196.0,1.9367859015384614
Erica Rivinoja,3,86800000.0,275594383.8,1377971919.0,2.5147533114007325
Warren Ellis,2,142000000.0,678449813.5,1356899627.0,2.88078636452381
Joel Edgerton,3,8160714.285714285,48323238.428571425,1353050676.0,6.564533181932772
Luke Davies,3,50066666.666666664,89802084.86666666,1347031273.0,2.4691644219463615
Andrew Adamson,3,106666666.66666667,446415004.0,1339245012.0,2.3243166556487957
Jared Stern,5,81142857.14285715,190883707.2857143,1336185951.0,1.141167234767982
Leigh Whannell,4,31750000.0,132600910.0,1326009100.0,10.490759392000001
E.L. James,3,50000000.0,441249070.6666667,1323747212.0,8.320433332575758
Michael McCullers,3,111666666.66666667,435921718.0,1307765154.0,3.6855621961025644
Jordan Roberts,2,112666666.66666667,434751885.3333333,1304255656.0,1.6348599111111113
David O. Russell,3,54100000.0,130336321.9,1303363219.0,2.1189234407142856
Yoni Brenner,2,113333333.33333333,432386551.6666667,1297159655.0,2.817084197191697
Hossein Amini,5,46428571.428571425,92381850.92857143,1293345913.0,2.4844420527490985
Robert Mark Kamen,5,33833333.333333336,215008013.5,1290048081.0,5.723951457996631
Drew Goddard,4,90000000.0,321670110.0,1286680440.0,2.0334357031645958
Michael Bacall,3,34666666.666666664,212391497.66666666,1274348986.0,5.68040907015873
Matthew Robbins,3,25131475.90909091,57905063.22727273,1273911391.0,16.19144773228512
Stuart Brennan,2,60909090.90909091,115601576.27272727,1271617339.0,0.951813187012987
Aina Xing,2,47666666.666666664,60473316.0,1269939636.0,0.5856997381313132
Gary Dauberman,3,18833333.333333332,419901918.0,1259705754.0,25.601244616849815
Jay Scherick,4,90000000.0,314741538.5,1258966154.0,2.339934950852273
David Ronn,4,90000000.0,314741538.5,1258966154.0,2.339934950852273
Stephen King,4,23975000.0,156643477.375,1253147819.0,6.420681507129917
Will Beall,2,110000000.0,625497771.5,1250995543.0,3.451553275
Stephen J. Cannell,3,58800000.0,249106756.2,1245533781.0,3.9044746254025973
Travis Beacham,3,121250000.0,309886985.5,1239547942.0,1.7364652475619695
Drew Pearce,2,107500000.0,614075535.5,1228151071.0,2.46377398
Boaz Yakin,4,45750000.0,153478538.0,1227828304.0,1.7315190721590907
Ole Kirk Christiansen,2,66666666.666666664,408706264.6666667,1226118794.0,5.380298830555556
Godtfred Kirk Christiansen,2,66666666.666666664,408706264.6666667,1226118794.0,5.380298830555556
Jens Nygaard Knudsen,2,66666666.666666664,408706264.6666667,1226118794.0,5.380298830555556
Glenn Ficarra,3,72142857.14285715,173238819.57142857,1212671737.0,1.4306440990465414
John Requa,3,72142857.14285715,173238819.57142857,1212671737.0,1.4306440990465414
Max Brooks,2,163333333.33333334,400162784.6666667,1200488354.0,1.4190900732163743
Alejandro G. Iñárritu,3,80750000.0,298444805.5,1193779222.0,2.5837279923280425
Will Gluck,3,58571428.571428575,170411499.0,1192880493.0,2.1267583669387755
James Gunn,4,17361111.111111112,66087998.222222224,1189583968.0,1.6733329944444446
Ethan Coen,5,34000000.0,132035077.33333333,1188315696.0,2.9258198471805974
Joel Coen,5,34000000.0,132035077.33333333,1188315696.0,2.9258198471805974
Simon Beaufoy,4,52600000.0,236654607.4,1183273037.0,1.975686001777778
Anthony McCarten,3,33333333.333333332,389706735.3333333,1169120206.0,8.84040421010101
Dan Gilroy,6,78583333.33333333,194768291.66666666,1168609750.0,1.364281227184564
Edgar Wright,4,78500000.0,292116272.5,1168465090.0,2.988116813065611
Carlo Bernard,3,137500000.0,286674028.5,1146696114.0,1.1770489372222221
Doug Miro,3,137500000.0,286674028.5,1146696114.0,1.1770489372222221
Paul Rudd,2,130000000.0,571001554.5,1142003109.0,3.39231965
Adam Sandler,6,64000000.0,190299358.0,1141796148.0,1.4574071837728553
Peyo,3,93333333.33333333,369958477.3333333,1109875432.0,2.8621947080808083
Annie Mumolo,2,56944444.44444445,122078277.22222222,1098704495.0,1.488477305982906
Richard Wenk,6,70750000.0,182359175.0,1094155050.0,1.561427934545879
Don Payne,2,150000000.0,546964567.0,1093929134.0,2.646430446666667
Oren Peli,7,4888888.888888889,120945689.8888889,1088511209.0,28.722661348148147
Chinguun Balkhjav,2,44266666.666666664,90696531.33333333,1088358376.0,1.941979370833333
Edgar Rice Burroughs,3,200000000.0,359957314.6666667,1079871944.0,1.0192022151340996
Patrick Hasburgh,2,46000000.0,267073152.5,1068292610.0,4.727772438571429
Brent Simons,2,131333333.33333333,351924090.0,1055772270.0,1.6785969214452214
Alan Schoolcraft,2,131333333.33333333,351924090.0,1055772270.0,1.6785969214452214
Stan Harrington,2,32185714.285714287,150544422.7142857,1053810959.0,3.5579040655200656
Phil Hay,6,41222222.222222224,117041916.66666667,1053377250.0,1.6724523121253556
Matt Manfredi,6,41222222.222222224,117041916.66666667,1053377250.0,1.6724523121253556
Christopher Landon,6,6500000.0,130983363.5,1047866908.0,27.182853483333332
André Nemec,3,93375000.0,261870637.5,1047482550.0,4.452935607444444
Josh Appelbaum,3,93375000.0,261870637.5,1047482550.0,4.452935607444444
Jordan Peele,3,16000000.0,207737404.4,1038687022.0,17.11686922
David Ayer,4,76250000.0,258084654.25,1032338617.0,1.8140734155059524
Peter Farrelly,4,39888888.88888889,113966396.55555555,1025697569.0,2.511118801828171
Michael Radford,2,44285714.28571428,146477708.14285713,1025343957.0,1.9318158885714283
Craig Mazin,3,68333333.33333333,340520657.6666667,1021561973.0,4.075697056018519
David Lindsay-Abaire,4,79140000.0,204176815.0,1020884075.0,2.9836826826357443
Ed Solomon,2,80000000.0,337954469.0,1013863407.0,3.2628558777777776
Edward Ricourt,2,80000000.0,337954469.0,1013863407.0,3.2628558777777776
Jonathan Roberts,2,47150000.0,503556544.5,1007113089.0,5.914860002227827
Robert Smigel,3,81333333.33333333,332841775.6666667,998525327.0,3.0756899407483247
Scott Derrickson,4,42200000.0,198784204.6,993921023.0,13.185387209090909
Joe Stillman,2,138500000.0,494131260.5,988262521.0,2.3274444885281387
Katie Dippold,3,55000000.0,140765372.42857143,985357607.0,2.1832844263420874
Erich Hoeber,3,160666666.66666666,328171929.0,984515787.0,1.0281339133291179
Jon Hoeber,3,160666666.66666666,328171929.0,984515787.0,1.0281339133291179
J. Michael Straczynski,2,170000000.0,490420634.0,980841268.0,1.896478156491228
Jonathan Hensleigh,2,38000000.0,322290860.3333333,966872581.0,2.6382189
David Magee,2,125000000.0,481220260.5,962440521.0,2.9007045689102564
T.S. Nowlin,3,83333333.33333333,316605390.3333333,949816171.0,4.7376396827562965
Evan Goldberg,6,41562500.0,58984673.3125,943754773.0,0.8640548611782297
Billy Ray,3,51666666.666666664,310393194.0,931179582.0,3.705409450378788
George Clooney,3,67666666.66666667,310045782.0,930137346.0,2.9844521710333147
Joe Cornish,4,83000000.0,231915007.25,927660029.0,0.961359437744459
Tom Wheeler,2,85000000.0,230799770.0,923199080.0,1.3823250489010985
Sean Anders,6,37285714.28571428,131607676.0,921253732.0,2.4965116459137704
John Morris,6,37285714.28571428,131607676.0,921253732.0,2.4965116459137704
J. David Stem,2,110000000.0,456148423.0,912296846.0,3.1468038454545457
David N. Weiss,2,110000000.0,456148423.0,912296846.0,3.1468038454545457
Akiva Goldsman,4,85000000.0,227652137.0,910608548.0,1.7289830757767404
Etan Cohen,3,84250000.0,227290749.0,909162996.0,1.3416696421511627
Josh Klausner,2,110000000.0,454256853.0,908513706.0,2.6759144606060605
C. Robert Cargill,3,45250000.0,226491101.25,905964405.0,15.998762194696969
Michael Dougherty,3,121000000.0,301200960.0,903602880.0,1.975880845230227
Aline Brosh McKenna,4,54875000.0,112768341.375,902146731.0,0.9556690627083334
Karl Gajdusek,3,74166666.66666667,150023883.0,900143298.0,0.594036029563492
Bryan Singer,2,169000000.0,448972925.5,897945851.0,1.6346328239115169
Marshall Herskovitz,3,105750000.0,224307583.25,897230333.0,1.0524718616269841
Edward Zwick,3,105750000.0,224307583.25,897230333.0,1.0524718616269841
Adam Sztykiel,3,91666666.66666667,296437759.6666667,889313279.0,2.199027046153846
Christopher Ford,3,60833333.333333336,295081454.6666667,885244364.0,1.3439986666666668
Todd Phillips,3,65000000.0,294812617.0,884437851.0,3.1043392036538466
Carlton Cuse,2,115000000.0,442157409.5,884314819.0,2.8574702833333334
Jon Watts,2,90000000.0,440155004.0,880310008.0,1.5291268
Jenny Bicks,2,107000000.0,439755920.5,879511841.0,3.1971433124542123
Darren Lynch,2,21740740.740740743,32267263.407407407,871216112.0,0.5202771749999998
Anthony Tambakis,3,20068965.51724138,29996874.79310345,869909369.0,0.46436922758620663
Cliff Dorfman,2,19892857.14285714,30933500.85714286,866138024.0,0.5112804928571426
Gavin O'Connor,2,19892857.14285714,30933500.85714286,866138024.0,0.5112804928571426
Paul W.S. Anderson,3,54166666.666666664,283541003.0,850623009.0,4.566813017447046
Todd Durham,2,82500000.0,424003055.0,848006110.0,4.160881638970588
George Miller,2,138750000.0,210991854.5,843967418.0,0.49436595555555557
Beverley Cross,2,96666666.66666667,280961657.0,842884971.0,1.9802843302222222
Stephenie Meyer,2,56000000.0,278352310.0,835056930.0,3.3209823858823526
Timothy Dowling,3,67000000.0,165540952.6,827704763.0,1.3793915347008547
Dave Gibbons,2,99000000.0,406682710.0,813365420.0,3.117326448445172
Jonathon E. Stewart,2,111666666.66666667,270307974.3333333,810923923.0,1.5113156302380952
Eyal Podell,2,111666666.66666667,270307974.3333333,810923923.0,1.5113156302380952
Ashley Miller,2,155000000.0,402367461.5,804734923.0,1.6084063464583331
Zack Stentz,2,155000000.0,402367461.5,804734923.0,1.6084063464583331
Ryan Engle,4,54000000.0,200959096.5,803836386.0,3.7832589687500002
Gene Roddenberry,2,187500000.0,401591908.5,803183817.0,1.1375251395448078
Robert Ben Garant,4,68000000.0,159885366.8,799426834.0,0.5154564509448819
Thomas Lennon,3,110666666.66666667,266475611.33333334,799426834.0,1.525760751574803
Christopher Roach,2,10142857.142857144,113306731.28571428,793147119.0,22.931872565306122
Seth Rogen,5,45384615.384615384,60497902.692307696,786472735.0,0.8102766352962826
Mary Shelley,3,46875000.0,97217179.125,777737433.0,1.107449266105769
Karey Kirkpatrick,2,90000000.0,258643359.0,775930077.0,1.836965256818182
Alec Sulkin,2,59000000.0,386615385.0,773230770.0,6.15732908617647
Seth MacFarlane,2,59000000.0,386615385.0,773230770.0,6.15732908617647
Wellesley Wild,2,59000000.0,386615385.0,773230770.0,6.15732908617647
Lilly Wachowski,2,132800000.0,151196900.0,755984500.0,0.17533045869208017
Lana Wachowski,2,132800000.0,151196900.0,755984500.0,0.17533045869208017
Peter Baynham,4,66000000.0,150889694.6,754448473.0,0.9982097687815127
Niall Leonard,2,55000000.0,376374555.5,752749111.0,5.843173736363637
John Krasinski,2,15500000.0,92926495.0,743411960.0,4.5391736
Justin Theroux,3,96666666.66666667,245845671.33333334,737537014.0,0.8775732382072828
Tim Herlihy,3,80000000.0,183776854.0,735107416.0,1.1277371999999999
Rodney Rothman,2,46666666.666666664,244158337.33333334,732475012.0,3.99951218
Bobby Farrelly,3,42000000.0,87957891.25,703663130.0,1.199821483578431
Seth Grahame-Smith,4,81375000.0,175747679.0,702990716.0,1.0255944751388888
Laeta Kalogridis,2,125000000.0,351218909.0,702437818.0,2.056859772794118
Gary Ross,2,65000000.0,350580315.5,701160631.0,3.46939363875
Robert Ludlum,2,122500000.0,348262118.0,696524236.0,1.8554583299999998
John Hamburg,4,49200000.0,137888401.4,689442007.0,1.8815339809800364
Jason Hall,3,37800000.0,68168237.3,681682373.0,0.32948274112068965
David Guggenheim,2,60000000.0,113254954.0,679529724.0,0.4834006857142858
John Whittington,2,72500000.0,169717905.25,678871621.0,1.2858539955357142
Michele Mulroney,2,122500000.0,339097497.5,678194995.0,1.7365352386666668
Kieran Mulroney,2,122500000.0,339097497.5,678194995.0,1.7365352386666668
Neill Blomkamp,2,96333333.33333333,225795412.66666666,677386238.0,1.3042557617913833
Nick Schenk,2,50000000.0,132962360.8,664811804.0,1.659247216
Jessica Sharzer,2,20000000.0,73649665.44444445,662846989.0,2.6824832722222225
Oren Uziel,2,44333333.333333336,220912903.33333334,662738710.0,3.418501760808081
James Dashner,2,47500000.0,329443011.5,658886023.0,6.667975175747348
Lowell Cunningham,2,162500000.0,328656742.5,657313485.0,0.5355176183932346
Matthew Michael Carnahan,2,173000000.0,327059237.0,654118474.0,0.7916837375168692
Jeremy Passmore,4,49857142.85714286,92312718.71428572,646189031.0,0.035937741391941405
Lee Hall,3,38200000.0,128156254.6,640781273.0,9.16635284933798
Jeff Wadlow,2,7000000.0,90556281.85714285,633893973.0,22.618583780612244
Burk Sharpless,4,102500000.0,158107235.75,632428943.0,0.740250194047619
Matt Sazama,4,102500000.0,158107235.75,632428943.0,0.740250194047619
Ken Nolan,2,127500000.0,313724258.5,627448517.0,0.7122495955008489
Josh Trank,2,73166666.66666667,208221242.33333334,624663727.0,4.1709301623015875
Nicholas Sparks,6,26571428.57142857,89187219.71428572,624310538.0,2.4791901774180443
Charles Leavitt,3,118333333.33333333,208030185.66666666,624090557.0,0.5674998768201754
Steven Zaillian,3,93333333.33333333,206329772.66666666,618989318.0,1.2674199044973544
Steven Knight,7,32055555.555555556,33898236.0,610168248.0,0.054609337597595134
Art Marcum,2,163500000.0,302996670.0,605993340.0,0.40324607038123167
Matt Holloway,2,163500000.0,302996670.0,605993340.0,0.40324607038123167
Dean Devlin,2,132500000.0,302482716.5,604965433.0,1.2681298146969697
Vanessa Taylor,3,44833333.333333336,201630351.33333334,604891054.0,4.90798830693816
Damien Chazelle,4,8075000.0,149763832.25,599055329.0,14.286454597727273
Janice Karman,2,85000000.0,299303239.5,598606479.0,2.5680141354166666
Ross Bagdasarian,2,85000000.0,299303239.5,598606479.0,2.5680141354166666
Marc Silverstein,3,36500000.0,149573770.5,598295082.0,3.1233524627403852
Abby Kohn,3,36500000.0,149573770.5,598295082.0,3.1233524627403852
Andre Fabrizio,3,47333333.333333336,99670813.5,598024881.0,0.0850962111111111
Quentin Tarantino,2,81000000.0,298906604.5,597813209.0,2.4422003730645163
Kurt Johnstad,3,41000000.0,148529886.0,594119544.0,4.008694493181818
Stephen Cornwell,2,21088888.888888888,65997934.88888889,593981414.0,1.1826644317317319
Michael Petroni,3,70333333.33333333,197139216.0,591417648.0,2.109352407194971
Tony Kushner,2,45333333.333333336,196797520.66666666,590392562.0,4.231329377777778
Gillian Flynn,2,45250000.0,147541363.25,590165453.0,1.8955104163934426
Mickey Rapkin,3,30333333.333333332,196468742.33333334,589406227.0,5.957244489084217
Simon Pegg,3,71250000.0,146408737.5,585634950.0,1.3121694388513512
Steve Conrad,3,39555555.55555555,64996028.0,584964252.0,1.2152727115995114
Skip Woods,4,68000000.0,145512403.75,582049615.0,0.9478652967532468
Sarah Smith,2,41666666.666666664,97007230.66666667,582043384.0,1.9422021098039215
Josh Singer,4,39333333.333333336,96747937.0,580487622.0,1.757886114957265
William Nicholson,3,57500000.0,144560777.75,578243111.0,1.322551752197802
Arthur Conan Doyle,2,83500000.0,288795024.0,577590048.0,1.641780022
Creighton Rothenberger,3,76666666.66666667,192511463.66666666,577534391.0,1.605849167142857
Katrin Benedikt,3,76666666.66666667,192511463.66666666,577534391.0,1.605849167142857
William Joyce,2,122500000.0,284847671.5,569695343.0,1.372251177413793
David Dobkin,4,120000000.0,113726678.6,568633393.0,0.09294557444688642
Peter Chiarelli,2,60000000.0,283212359.0,566424718.0,4.792356333333333
Carlos Kotkin,2,75000000.0,277802150.5,555604301.0,2.464512907692308
Clare Sera,2,68333333.33333333,185124431.66666666,555373295.0,1.7288402046296296
Leslie Dixon,2,23250000.0,138016146.75,552064587.0,5.099785875
Christina Hodson,3,23200000.0,55137625.8,551376258.0,0.1655831235294118
Jack Paglen,2,99250000.0,136909755.25,547639021.0,0.3875399169587629
William Wheeler,4,58333333.333333336,91117750.83333333,546706505.0,0.2487067847763348
Matt Reeves,2,64000000.0,182044355.0,546133065.0,1.0160138855263157
Rob Lieber,3,37666666.666666664,180602414.0,541807242.0,3.40962972047619
Jeremy Slater,2,70833333.33333333,179780415.66666666,539341247.0,3.2926122178571426
Woody Allen,4,22900000.0,107298468.0,536492340.0,3.4582233351421188
Irena Brignull,2,70500000.0,105995851.8,529979259.0,0.5362096483870967
Mike Cerrone,2,33333333.333333332,88219363.33333333,529316180.0,1.5057743555555554
Greg Berlanti,2,175000000.0,262402787.5,524805575.0,0.5664056733333334
Jessica Postigo,2,102500000.0,262078693.0,524157386.0,1.1785354227011493
Rawson Marshall Thurber,2,87500000.0,260655169.5,521310339.0,2.3884101859999998
Paul King,2,21666666.666666668,86848635.33333333,521091812.0,2.698683995959596
Laurie Craig,2,72500000.0,260157956.0,520315912.0,1.811216691025641
Fred Wolf,2,77500000.0,259623619.0,519247238.0,2.358721666666667
Hayden Schlossberg,2,40000000.0,169954722.33333334,509864167.0,2.7617518966666665
Jon Hurwitz,2,40000000.0,169954722.33333334,509864167.0,2.7617518966666665
Danny McBride,3,22065000.0,101949185.6,509745928.0,48.777001012732605
Richard LaGravenese,5,35714285.71428572,72524421.57142857,507670951.0,0.37643322784268357
Noah Oppenheim,2,14000000.0,98934781.8,494673909.0,4.301252536601307
Brad Copeland,3,64333333.333333336,164874206.66666666,494622620.0,0.7236420792042043
Craig Brewer,2,70733333.33333333,163963953.0,491891859.0,3.7730061869918696
Bill Collage,3,82333333.33333333,162811984.66666666,488435954.0,1.2847757874840846
Adam Cooper,3,82333333.33333333,162811984.66666666,488435954.0,1.2847757874840846
Marek Lescák,2,38333333.333333336,80854560.33333333,485127362.0,1.2202860242063491
Abdullah Zahir Babu,2,45600000.0,96977364.4,484886822.0,1.6076451166666668
Adam Cozad,2,120000000.0,240139718.5,480279437.0,1.0639840583333333
Randi Mayem Singer,2,62000000.0,158246242.66666666,474738728.0,1.4881737166666669
John Carpenter,2,13065000.0,94060233.2,470301166.0,48.88732274358974
Richard Curtis,3,20923076.923076924,36036315.07692308,468472096.0,0.33722027069597055
Justin Haythe,3,89962500.0,115965427.5,463861710.0,0.7303055496706192
James DeMonaco,4,8750000.0,114483373.5,457933494.0,15.29386359594017
John-Henry Butterworth,3,77000000.0,114019029.5,456076118.0,0.059230315692883936
Mark Protosevich,2,76500000.0,227783170.5,455566341.0,1.5377092266666668
Cathy Yuspa,2,42500000.0,222008513.0,444017026.0,3.6255292903846152
Diane Drake,2,42500000.0,222008513.0,444017026.0,3.6255292903846152
